Date,Open,High,Low,Close,Adj Close,Volume
2020-12-10,125.690002,134.089996,125.690002,130.470001,130.470001,4567900
2020-12-11,129.529999,129.660004,122.739998,123.019997,123.019997,4987900
2020-12-14,124.449997,125.000000,122.199997,123.330002,123.330002,2773800
2020-12-15,124.500000,126.660004,123.360001,126.000000,126.000000,2218400
2020-12-16,126.489998,126.489998,122.820000,124.980003,124.980003,2739700
2020-12-17,125.660004,125.660004,122.339996,124.480003,124.480003,3609800
2020-12-18,125.199997,127.459999,122.400002,125.540001,125.540001,7924100
2020-12-21,121.779999,124.690002,120.150002,123.360001,123.360001,2637400
2020-12-22,124.080002,126.110001,122.500000,123.150002,123.150002,2185600
2020-12-23,123.989998,128.160004,123.169998,126.489998,126.489998,1353600
2020-12-24,126.940002,127.430000,125.750000,126.959999,126.959999,564100
2020-12-28,127.790001,130.300003,127.129997,128.479996,128.479996,1651000
2020-12-29,128.820007,132.289993,128.279999,131.300003,131.300003,2180700
2020-12-30,132.000000,133.050003,130.880005,132.119995,132.119995,1231300
2020-12-31,132.110001,133.690002,130.279999,132.399994,132.399994,1459000
2021-01-04,134.570007,135.869995,128.309998,131.369995,131.369995,3472400
2021-01-05,131.470001,137.940002,131.460007,137.139999,137.139999,3487300
2021-01-06,138.110001,147.550003,136.839996,143.419998,143.419998,4559100
2021-01-07,144.110001,144.669998,139.839996,142.289993,142.289993,2173500
2021-01-08,143.399994,144.750000,141.050003,144.020004,144.020004,1484000
2021-01-11,140.309998,144.500000,140.110001,142.960007,142.960007,1473900
2021-01-12,142.850006,144.050003,140.860001,140.949997,140.949997,1519900
2021-01-13,140.199997,141.089996,138.350006,140.610001,140.610001,1966200
2021-01-14,141.119995,146.410004,141.119995,144.169998,144.169998,2665800
2021-01-15,144.000000,144.350006,140.110001,140.690002,140.690002,1669400
2021-01-19,142.539993,143.690002,140.229996,142.820007,142.820007,1809500
2021-01-20,141.660004,144.100006,138.399994,141.750000,141.750000,2293400
2021-01-21,142.880005,142.880005,136.009995,138.880005,138.880005,3168100
2021-01-22,139.820007,140.330002,136.440002,136.520004,136.520004,2697700
2021-01-25,135.690002,138.550003,126.190002,135.990005,135.990005,7253700
2021-01-26,137.589996,137.589996,130.009995,131.500000,131.500000,2984800
2021-01-27,128.369995,130.490005,118.300003,123.209999,123.209999,7235900
2021-01-28,126.379997,130.160004,124.599998,126.739998,126.739998,8107100
2021-01-29,124.940002,126.339996,120.419998,124.099998,124.099998,4601100
2021-02-01,126.150002,129.600006,125.650002,127.300003,127.300003,5913400
2021-02-02,129.059998,136.779999,128.830002,136.130005,136.130005,4934300
2021-02-03,137.979996,141.149994,137.059998,138.479996,138.479996,3341200
2021-02-04,141.660004,142.919998,140.009995,141.910004,141.910004,2080900
2021-02-05,143.330002,145.669998,140.289993,141.399994,141.399994,2058900
2021-02-08,142.100006,146.320007,142.100006,145.419998,145.419998,2523500
2021-02-09,144.979996,145.910004,143.070007,144.479996,144.479996,2613300
2021-02-10,145.550003,151.860001,145.300003,148.899994,148.899994,3428300
2021-02-11,149.300003,153.259995,146.889999,149.910004,149.910004,3365600
2021-02-12,148.369995,151.699997,145.580002,146.509995,146.509995,5379000
2021-02-16,146.410004,148.880005,143.229996,147.839996,147.839996,4305000
2021-02-17,146.500000,155.529999,145.000000,154.039993,154.039993,4738600
2021-02-18,150.839996,157.410004,150.279999,156.729996,156.729996,2923800
2021-02-19,157.639999,162.100006,157.130005,158.919998,158.919998,3496800
2021-02-22,158.500000,166.570007,157.559998,160.610001,160.610001,3588800
2021-02-23,160.369995,160.919998,153.100006,159.690002,159.690002,3677300
2021-02-24,160.550003,164.580002,159.610001,162.779999,162.779999,2906700
2021-02-25,164.610001,165.000000,156.100006,157.179993,157.179993,3230000
2021-02-26,158.410004,164.910004,154.610001,161.000000,161.000000,5159600
2021-03-01,164.000000,165.750000,159.449997,161.240005,161.240005,3277200
2021-03-02,161.550003,164.419998,160.000000,160.270004,160.270004,2089200
2021-03-03,161.119995,166.190002,158.309998,163.429993,163.429993,2828300
2021-03-04,162.820007,163.940002,154.830002,158.410004,158.410004,3863800
2021-03-05,160.929993,167.740005,156.130005,166.449997,166.449997,4352300
2021-03-08,166.539993,171.720001,165.339996,167.899994,167.899994,3987500
2021-03-09,168.949997,169.570007,163.000000,165.770004,165.770004,3563800
2021-03-10,170.029999,173.220001,165.509995,167.580002,167.580002,3898900
2021-03-11,168.720001,175.250000,168.720001,171.080002,171.080002,4796600
2021-03-12,170.720001,176.250000,169.699997,174.589996,174.589996,3543500
2021-03-15,176.779999,177.300003,171.360001,177.100006,177.100006,2443500
2021-03-16,177.559998,178.550003,174.789993,176.380005,176.380005,3080800
2021-03-17,176.419998,185.479996,175.479996,185.270004,185.270004,5059400
